,source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
1376,C0007,FunnyDream,campaign,uses,T1560.001,Archive via Utility,technique,"During FunnyDream, the threat actors used 7zr.exe to add collected files to an archive."
12996,C0007,FunnyDream,campaign,uses,T1583.001,Domains,technique,"For FunnyDream, the threat actors registered a variety of domains."
14095,C0007,FunnyDream,campaign,uses,T1585.002,Email Accounts,technique,"For FunnyDream, the threat actors likely established an identified email account to register a variety of domains that were used during the campaign."
10898,C0007,FunnyDream,campaign,uses,T1105,Ingress Tool Transfer,technique,"During FunnyDream, the threat actors downloaded additional droppers and backdoors onto a compromised system. "
9174,C0007,FunnyDream,campaign,uses,T1588.001,Malware,technique,"For FunnyDream, the threat actors used a new backdoor named FunnyDream. "
5568,C0007,FunnyDream,campaign,uses,T1057,Process Discovery,technique,"During FunnyDream, the threat actors used Tasklist on targeted systems."
13925,C0007,FunnyDream,campaign,uses,T1018,Remote System Discovery,technique,"During FunnyDream, the threat actors used several tools and batch files to map victims' internal networks."
3247,C0007,FunnyDream,campaign,uses,T1082,System Information Discovery,technique,"During FunnyDream, the threat actors used Systeminfo to collect information on targeted hosts."
9008,C0007,FunnyDream,campaign,uses,T1016,System Network Configuration Discovery,technique,"During FunnyDream, the threat actors used ipconfig for discovery on remote systems."
8726,C0007,FunnyDream,campaign,uses,T1049,System Network Connections Discovery,technique,"During FunnyDream, the threat actors used netstat to discover network connections on remote systems."
9626,C0007,FunnyDream,campaign,uses,T1588.002,Tool,technique,"For FunnyDream, the threat actors used a modified version of the open source PcShare remote administration tool."
12610,C0007,FunnyDream,campaign,uses,T1059.005,Visual Basic,technique,"During FunnyDream, the threat actors used a Visual Basic script to run remote commands."
1985,C0007,FunnyDream,campaign,uses,T1059.003,Windows Command Shell,technique,"During FunnyDream, the threat actors used `cmd.exe` to execute the wmiexec.vbs script."
6878,C0007,FunnyDream,campaign,uses,T1047,Windows Management Instrumentation,technique,"During FunnyDream, the threat actors used `wmiexec.vbs` to run remote commands."
12427,C0002,Night Dragon,campaign,uses,T1005,Data from Local System,technique,"During Night Dragon, the threat actors collected files and other data from compromised systems."
13171,C0002,Night Dragon,campaign,uses,T1562.001,Disable or Modify Tools,technique,"During Night Dragon, threat actors disabled anti-virus and anti-spyware tools in some instances on the victim’s machines. The actors also disabled proxy settings to allow direct communication from victims to the Internet."
13412,C0002,Night Dragon,campaign,uses,T1078.002,Domain Accounts,technique,"During Night Dragon, threat actors used domain accounts to gain further access to victim systems."
14225,C0002,Night Dragon,campaign,uses,T1568,Dynamic Resolution,technique,"During Night Dragon, threat actors used dynamic DNS services for C2."
5613,C0002,Night Dragon,campaign,uses,T1190,Exploit Public-Facing Application,technique,"During Night Dragon, threat actors used SQL injection exploits against extranet web servers to gain access."
10805,C0002,Night Dragon,campaign,uses,T1133,External Remote Services,technique,"During Night Dragon, threat actors used compromised VPN accounts to gain access to victim systems."
14096,C0002,Night Dragon,campaign,uses,T1008,Fallback Channels,technique,"During Night Dragon, threat actors used company extranet servers as secondary C2 servers."
10310,C0002,Night Dragon,campaign,uses,T1083,File and Directory Discovery,technique,"During Night Dragon, threat actors used zwShell to establish full remote control of the connected machine and browse the victim file system."
3430,C0002,Night Dragon,campaign,uses,T1105,Ingress Tool Transfer,technique,"During Night Dragon, threat actors used administrative utilities to deliver Trojan components to remote systems."
11140,C0002,Night Dragon,campaign,uses,T1114.001,Local Email Collection,technique,"During Night Dragon, threat actors used RAT malware to exfiltrate email archives."
14231,C0002,Night Dragon,campaign,uses,T1204.001,Malicious Link,technique,"During Night Dragon, threat actors enticed users to click on links in spearphishing emails to download malware."
4993,C0002,Night Dragon,campaign,uses,T1588.001,Malware,technique,"During Night Dragon, threat actors used Trojans from underground hacker websites."
3308,C0002,Night Dragon,campaign,uses,T1112,Modify Registry,technique,"During Night Dragon, threat actors used zwShell to establish full remote control of the connected machine and manipulate the Registry."
9011,C0002,Night Dragon,campaign,uses,T1027,Obfuscated Files or Information,technique,"During Night Dragon, threat actors used a DLL that included an XOR-encoded section."
12834,C0002,Night Dragon,campaign,uses,T1550.002,Pass the Hash,technique,"During Night Dragon, threat actors used pass-the-hash tools to obtain authenticated access to sensitive internal desktops and servers."
5549,C0002,Night Dragon,campaign,uses,T1110.002,Password Cracking,technique,"During Night Dragon, threat actors used Cain & Abel to crack password hashes."
7001,C0002,Night Dragon,campaign,uses,T1219,Remote Access Software,technique,"During Night Dragon, threat actors used several remote administration tools as persistent infiltration channels."
11522,C0002,Night Dragon,campaign,uses,T1074.002,Remote Data Staging,technique,"During Night Dragon, threat actors copied files to company web servers and subsequently downloaded them."
8190,C0002,Night Dragon,campaign,uses,T1003.002,Security Account Manager,technique,"During Night Dragon, threat actors dumped account hashes using gsecdump."
7780,C0002,Night Dragon,campaign,uses,T1583.004,Server,technique,"During Night Dragon, threat actors purchased hosted services to use for C2."
14900,C0002,Night Dragon,campaign,uses,T1584.004,Server,technique,"During Night Dragon, threat actors compromised web servers to use for C2."
10200,C0002,Night Dragon,campaign,uses,T1027.002,Software Packing,technique,"During Night Dragon, threat actors used software packing in its tools."
13609,C0002,Night Dragon,campaign,uses,T1566.002,Spearphishing Link,technique,"During Night Dragon, threat actors sent spearphishing emails containing links to compromised websites where malware was downloaded."
7206,C0002,Night Dragon,campaign,uses,T1033,System Owner/User Discovery,technique,"During Night Dragon, threat actors used password cracking and pass-the-hash tools to discover usernames and passwords."
9048,C0002,Night Dragon,campaign,uses,T1588.002,Tool,technique,"During Night Dragon, threat actors obtained and used tools such as gsecdump."
12865,C0002,Night Dragon,campaign,uses,T1608.001,Upload Malware,technique,"During Night Dragon, threat actors uploaded commonly available hacker tools to compromised web servers."
12401,C0002,Night Dragon,campaign,uses,T1078,Valid Accounts,technique,"During Night Dragon, threat actors used compromised VPN accounts to gain access to victim systems."
11896,C0002,Night Dragon,campaign,uses,T1071.001,Web Protocols,technique,"During Night Dragon, threat actors used HTTP for C2."
2712,C0002,Night Dragon,campaign,uses,T1059.003,Windows Command Shell,technique,"During Night Dragon, threat actors used zwShell to establish full remote control of the connected machine and run command-line shells."
7861,C0012,Operation CuckooBees,campaign,uses,T1560.001,Archive via Utility,technique,"During Operation CuckooBees, the threat actors used the Makecab utility to compress and a version of WinRAR to create password-protected archives of stolen data prior to exfiltration."
8938,C0012,Operation CuckooBees,campaign,uses,T1027.010,Command Obfuscation,technique,"During Operation CuckooBees, the threat actors executed an encoded VBScript file."
14247,C0012,Operation CuckooBees,campaign,uses,T1574.002,DLL Side-Loading,technique,"During Operation CuckooBees, the threat actors used the legitimate Windows services `IKEEXT` and `PrintNotify` to side-load malicious DLLs."
13938,C0012,Operation CuckooBees,campaign,uses,T1005,Data from Local System,technique,"During Operation CuckooBees, the threat actors collected data, files, and other information from compromised networks."
3813,C0012,Operation CuckooBees,campaign,uses,T1087.002,Domain Account,technique,"During Operation CuckooBees, the threat actors used the `dsquery` and `dsget` commands to get domain environment information and to query users in administrative groups."
7360,C0012,Operation CuckooBees,campaign,uses,T1078.002,Domain Accounts,technique,"During Operation CuckooBees, the threat actors used compromised domain administrator credentials as part of their lateral movement. "
7031,C0012,Operation CuckooBees,campaign,uses,T1190,Exploit Public-Facing Application,technique,"During Operation CuckooBees, the threat actors exploited multiple vulnerabilities in externally facing servers."
2247,C0012,Operation CuckooBees,campaign,uses,T1133,External Remote Services,technique,"During Operation CuckooBees, the threat actors enabled WinRM over HTTP/HTTPS as a backup persistence mechanism using the following command: `cscript //nologo ""C:\Windows\System32\winrm.vbs"" set winrm/config/service@{EnableCompatibilityHttpsListener=""true""}`."
6927,C0012,Operation CuckooBees,campaign,uses,T1083,File and Directory Discovery,technique,"During Operation CuckooBees, the threat actors used `dir c:\\` to search for files."
6240,C0012,Operation CuckooBees,campaign,uses,T1027.011,Fileless Storage,technique,"During Operation CuckooBees, the threat actors stroed payloads in Windows CLFS (Common Log File System) transactional logs."
11345,C0012,Operation CuckooBees,campaign,uses,T1547.006,Kernel Modules and Extensions,technique,"During Operation CuckooBees, attackers used a signed kernel rootkit to establish additional persistence."
7981,C0012,Operation CuckooBees,campaign,uses,T1087.001,Local Account,technique,"During Operation CuckooBees, the threat actors used the `net user` command to gather account information."
13970,C0012,Operation CuckooBees,campaign,uses,T1069.001,Local Groups,technique,"During Operation CuckooBees, the threat actors used the `net group` command as part of their advanced reconnaissance."
10385,C0012,Operation CuckooBees,campaign,uses,T1036.005,Match Legitimate Name or Location,technique,"During Operation CuckooBees, the threat actors renamed a malicious executable to `rundll32.exe` to allow it to blend in with other Windows system files."
4533,C0012,Operation CuckooBees,campaign,uses,T1135,Network Share Discovery,technique,"During Operation CuckooBees, the threat actors used the `net share` command as part of their advanced reconnaissance."
5498,C0012,Operation CuckooBees,campaign,uses,T1201,Password Policy Discovery,technique,"During Operation CuckooBees, the threat actors used the `net accounts` command as part of their advanced reconnaissance."
8411,C0012,Operation CuckooBees,campaign,uses,T1120,Peripheral Device Discovery,technique,"During Operation CuckooBees, the threat actors used the `fsutil fsinfo drives` command as part of their advanced reconnaissance."
